7 9
6 0
38 79 313
80 136 147
127 113 444
130 12 110
37 160 827
84 141 708
27 63 280
140 37 518
118 79 966
114 115 506
125 105 837
8 111 673
107 71 946
137 27 926
111 55 95
45 151 448
118 25 313
111 89 940
156 142 910
81 100 311
102 36 692
125 71 798
21 2 398
96 9 286
32 77 313
18 141 690
73 34 307
112 78 876
159 119 985
128 117 337
96 155 414
50 97 662
27 33 250
133 57 760
57 28 680
38 106 338
108 57 990
47 76 964
140 24 968
101 162 552
22 99 303
86 74 506
79 66 5
126 6 906
62 6 418
99 53 586
34 166 342
32 44 810
107 128 88
81 159 297
62 119 417
74 68 903
168 102 632
16 59 519
5 56 153
156 35 944
45 92 236
12 157 322
145 38 363
96 7 861
133 74 723
52 4 276
105 126 199
160 88 867
123 125 715
117 59 153
80 122 92
61 28 357
139 41 438
112 105 150
101 116 25
112 53 37
106 153 726
126 131 907
97 98 34
109 4 606
12 24 806
156 35 478
99 29 968
51 122 752
28 0 77
60 122 675
18 71 490
19 130 155
26 39 538
38 146 645
74 128 511
109 66 407
41 142 817
88 115 462
164 157 727
94 0 223
121 76 542
147 137 81
32 140 586
79 101 706
93 143 108
66 168 943
117 25 132
73 18 536
80 15 826
30 79 979
92 9 156
12 150 720
7 107 468
0 38 930
135 50 29
38 15 916
119 53 110
52 83 890
14 100 708
30 22 972
24 82 416
95 119 294
83 79 254
131 55 799
136 77 164
12 14 212
122 98 102
117 81 108
26 18 758
170 109 778
29 129 997
113 31 868
136 166 130
99 46 677
158 50 991
80 91 713
74 69 715
146 54 493
147 170 209
24 2 103
68 150 315
133 153 695
85 97 635
91 168 295
123 66 51
140 84 783
53 140 876
36 133 34
30 12 48
139 126 152
101 1 509
57 48 817
36 11 129
50 88 851
162 143 268
20 5 790
94 26 824
160 94 212
120 114 883
117 81 793
113 37 633
11 113 139
116 164 680
18 159 172
30 156 731
87 47 602
42 131 451
46 160 224
118 20 550
31 166 670
30 127 351
39 41 831
153 32 514
74 128 939
0 23 562
159 22 134
166 28 288
44 6 278
156 62 783
67 61 383
146 104 107
83 153 559
98 43 555
98 154 79
11 28 345
14 141 510
160 130 423
73 69 21
128 78 171
100 79 434
43 22 629
122 84 972
88 137 60
29 125 624
103 74 952
62 24 855
142 168 151
121 163 414
128 96 230
153 133 200
154 65 396
76 93 684
69 159 653
1 20 262
138 20 279
132 154 662
26 18 186
92 59 277
126 71 375
49 20 929
51 120 963
75 156 316
171 12 892
77 110 617
67 3 592
126 2 914
113 21 266
115 127 401
16 100 252
86 83 70
130 107 887
52 154 86
24 58 591
1 30 121
72 132 125
161 122 544
118 141 879
120 99 820
7 48 843
25 37 853
77 5 509
27 100 905
74 84 114
3 48 409
17 166 791
63 158 666
34 0 332
0 159 51
76 153 187
69 108 445
47 25 935
59 77 834
147 90 36
147 154 4
137 99 26
77 95 55
82 65 735
171 29 185
46 89 517
107 23 643
118 171 531
105 70 116
121 0 856
25 80 665
18 117 482
165 82 719
135 56 559
26 126 312
126 120 830
70 125 146
131 96 371
20 96 623
99 105 564
31 116 614
116 159 29
95 58 260
11 129 387
120 48 220
131 155 218
97 39 530
129 153 434
61 37 810
169 64 245
100 107 756
6 1 274
117 20 413
63 6 941
47 11 141
120 88 454
165 124 39
12 94 75
54 94 374
121 143 282
93 13 732
123 86 68
165 140 514
151 131 573
47 146 906
71 79 373
102 3 974
50 2 495
33 50 216
64 124 524
116 78 22
109 73 957
76 30 111
38 123 661
147 12 172
138 169 296
2 5 516
145 169 952
116 65 698
149 102 93
43 71 798
71 91 643
50 69 968
17 132 492
147 116 729
109 31 389
125 152 359
103 114 32
81 171 193
94 10 935
136 6 229
131 111 706
10 64 924
19 78 646
0 126 481
166 84 606
131 46 110
135 115 730
168 50 756
16 158 234
46 65 487
160 115 352
76 88 929
67 144 209
82 69 192
19 131 829
97 112 322
149 57 695
154 110 70
140 146 531
136 31 53
140 44 294
131 121 211
71 73 114
82 37 140
91 2 669
40 52 386
27 39 966
51 6 344
151 86 798
17 32 680
60 9 222
25 0 496
8 162 799
48 106 313
9 15 663
51 103 879
48 9 807
102 169 155
60 137 314
101 70 916
59 26 765
109 156 281
89 63 859
148 111 338
70 51 10
14 4 46
21 103 675
9 67 690
76 11 401
79 95 293
157 90 178
108 38 108
36 115 496
2 162 908
109 76 832
84 66 787
154 20 867
3 160 663
23 0 576
43 80 203
131 99 767
26 80 856
46 13 563
82 8 190
75 139 7
108 5 864
3 18 608
60 66 878
24 134 553
60 125 676
50 142 417
49 115 982
148 84 100
6 15 506
46 137 576
3 148 319
146 33 578
2 0 49
59 10 491
67 88 206
118 62 563
63 91 959
111 150 985
138 47 93
151 33 270
22 116 922
24 122 617
30 58 144
39 149 444
169 102 394
130 124 574
126 22 81
71 141 384
165 169 57
166 22 717
59 146 861
57 24 70
152 21 403
31 146 673
133 18 266
63 46 39
62 46 392
116 130 649
53 27 306
64 2 834
109 150 805
27 31 555
147 144 447
145 121 846
81 20 280
39 5 584
72 55 282
56 76 194
131 18 892
58 120 858
146 165 271
65 15 856
87 146 194
24 76 715
0 109 458
82 67 918
169 58 804
112 168 944
128 7 51
78 127 983
59 14 435
109 171 37
124 153 293
158 149 149
12 48 656
69 12 88
18 170 469
138 157 77
44 78 875
10 71 372
141 87 39
7 124 527
166 49 872
16 106 408
76 166 494
33 129 149
151 19 700
93 115 213
26 145 154
40 19 807
1 15 698
40 83 327
152 12 504
2 131 72
138 44 37
161 102 850
4 122 28
49 37 637
148 33 94
120 94 811
20 92 574
91 85 469
166 141 784
21 130 879
13 12 699
0 23 122
56 70 148
72 166 884
79 25 57
39 102 672
140 59 269
133 82 145
125 136 429
130 71 49
43 132 670
113 57 954
119 69 821
111 119 861
103 43 303
107 142 409
109 159 956
45 146 929
87 83 570
39 23 313
34 167 418
108 88 957
68 44 50
2 45 434
63 99 250
49 46 705
54 81 292
57 60 647
59 48 309
27 136 367
5 46 706
169 150 790
59 77 649
2 67 755
72 7 92
155 25 978
153 34 695
117 118 913
111 160 228
14 44 462
152 85 813
115 105 965
94 125 177
87 40 5
55 57 949
148 158 468
81 145 630
163 137 884
163 141 697
97 2 277
129 136 208
91 49 407
100 158 233
57 82 364
25 21 355
34 141 360
65 31 161
69 55 129
10 4 616
106 80 19
160 50 839
33 95 786
66 37 179
87 71 692
45 18 653
54 38 258
144 19 627
131 84 609
58 148 118
18 34 37
13 28 894
168 108 229
121 110 188
47 50 603
121 160 266
159 88 719
120 141 109
15 37 202
140 55 360
115 159 159
67 163 489
59 140 23
114 119 241
41 123 657
135 76 565
19 43 108
170 88 160
102 92 439
56 77 616
84 95 383
59 72 284
134 99 92
38 26 740
115 48 962
153 84 146
99 142 100
12 39 676
107 125 387
2 18 354
45 105 965
79 19 72
78 115 443
96 50 172
166 88 561
71 88 485
159 6 606
42 155 866
100 160 16
93 158 685
68 159 493
84 141 222
1 2 542
85 50 48
15 70 832
74 83 289
17 102 890
134 12 336
28 71 993
107 16 447
170 145 894
50 24 376
140 154 452
170 48 546
73 153 450
42 110 441
1 7 665
154 31 949
138 130 413
77 20 146
33 102 775
49 136 704
2 110 152
12 139 108
12 9 155
70 55 922
143 112 696
146 125 576
104 58 805
64 117 594
143 28 636
170 27 262
102 112 216
49 41 327
109 3 514
83 27 576
64 149 889
2 128 622
126 30 964
96 49 152
123 8 688
156 117 740
18 111 789
4 28 216
81 166 726
76 75 891
90 100 310
37 88 403
45 109 669
30 32 317
42 20 614
171 56 201
44 105 106
9 152 551
132 28 74
98 126 845
101 145 769
166 115 332
24 63 315
113 21 881
66 101 58
86 77 12
112 99 687
96 130 935
74 107 815
118 116 388
12 128 426
140 115 168
33 97 82
80 69 960
146 80 728
52 27 571
9 22 433
81 4 107
153 106 911
68 108 484
158 105 378
77 51 354
43 90 28
111 4 751
13 69 605
11 46 410
128 39 253
4 65 360
92 18 421
89 145 15
33 54 934
88 32 210
103 59 788
108 73 168
80 132 663
114 69 995
50 112 789
45 85 657
41 118 484
35 107 975
67 128 22
25 97 1000
67 150 298
94 42 316
76 69 963
98 111 640
117 130 757
69 80 867
125 15 256
99 70 995
150 6 398
20 131 776
19 86 557
31 0 907
162 26 840
82 70 782
114 23 708
70 49 89
58 121 1
167 75 771
99 26 890
78 95 875
102 85 475
155 150 82
85 168 548
21 22 314
78 111 947
14 137 3
64 92 557
107 163 766
65 104 547
20 58 847
48 65 617
58 66 764
128 53 774
117 88 194
7 44 382
14 45 249
4 111 424
110 70 236
76 119 683
105 14 160
51 118 873
135 145 426
6 45 380
147 100 188
119 86 380
167 84 155
158 3 374
54 139 134
123 21 816
25 31 158
23 57 97
112 162 235
17 98 701
63 151 246
123 43 875
68 84 310
145 5 341
157 149 792
31 129 580
133 138 77
162 19 599
152 35 398
15 150 732
132 73 364
62 143 497
164 86 139
39 98 713
168 87 367
165 90 354
43 162 68
51 53 559
85 44 712
152 38 969
28 75 476
121 149 104
155 168 655
60 74 910
162 53 620
151 120 582
62 40 160
73 29 948
157 4 374
170 57 740
41 9 329
62 159 594
140 1 364
129 48 682
94 50 71
73 24 461
14 135 203
160 164 44
27 65 537
116 26 348
138 34 767
155 22 539
65 17 784
15 47 475
54 46 386
24 100 730
159 0 728
139 94 503
19 137 574
115 89 443
149 81 629
114 148 693
157 69 275
45 116 839
42 53 845
162 115 559
50 115 157
135 72 725
142 124 523
115 113 906
170 30 497
52 40 87
154 49 619
25 149 805
127 7 520
4 23 674
111 95 378
90 159 566
6 149 555
143 76 123
78 44 407
165 34 591
90 9 60
83 22 635
97 53 558
18 80 645
26 140 404
127 119 68
100 37 310
63 146 845
41 23 714
160 6 750
108 125 921
166 131 6
152 142 717
57 131 169
136 24 751
77 4 289
166 143 384
16 76 468
33 27 990
2 27 175
77 60 607
115 110 881
137 149 463
120 68 762
163 79 890
78 26 283
140 122 853
95 15 232
152 37 341
124 79 283
44 67 33
140 24 682
93 57 60
80 31 940
7 152 665
162 21 549
45 40 131
98 58 232
131 77 272
119 154 374
115 138 937
112 158 111
114 80 626
106 57 256
153 152 858
156 110 430
6 21 345
48 22 745
12 121 965
4 136 962
82 0 180
51 167 684
106 81 342
108 32 459
79 34 320
50 79 707
22 123 640
73 126 118
79 31 101
17 160 341
101 35 473
111 169 226
92 141 660
151 80 919
56 9 157
106 75 715
5 145 288
41 120 207
42 167 601
29 131 308
75 116 585
81 89 603
46 120 478
145 165 435
122 53 284
150 169 90
89 31 720
42 65 22
121 26 412
140 54 192
150 92 957
5 88 304
16 126 263
82 26 537
70 83 508
136 66 231
104 42 195
42 47 591
127 39 592
45 77 825
159 32 406
152 91 519
70 168 956
163 25 769
34 59 428
29 86 550
14 126 241
166 41 970
55 26 841
98 65 906
69 112 344
94 96 128
99 13 683
129 40 87
20 88 988
24 167 188
1 4 973
167 51 812
84 114 544
0 137 395
77 89 99
155 117 320
116 117 302
74 16 746
13 35 330
12 92 683
152 102 116
108 91 591
83 15 82
19 106 385
15 139 419
25 53 905
98 32 432
44 90 299
95 102 925
168 74 18
13 16 28
159 113 809
144 168 501
77 3 45
0 138 593
103 91 930
83 110 558
75 97 658
61 49 977
14 24 208
101 128 711
34 88 683
142 87 761
43 134 342
43 70 540
45 27 503
94 163 460
35 17 367
84 83 393
90 109 616
151 41 392
67 43 519
164 1 578
143 71 217
64 151 459
57 16 227
140 104 56
36 31 850
63 94 980
130 24 56
154 140 512
33 78 706
7 18 709
60 159 665
34 11 951
87 171 33
94 156 447
76 60 915
94 105 677
164 26 420
110 60 791
127 138 652
23 118 423
160 33 439
123 156 419
99 45 138
5 119 354
153 44 236
171 62 953
6 2 282
13 157 2
75 58 320
92 123 903
106 34 31
38 151 605
128 69 779
72 155 876
6 76 210
142 66 973
128 135 247
128 17 382
39 47 888
95 30 389
9 35 300
83 84 343
158 69 200
0 150 840
44 33 94
136 12 831
16 89 934
2 170 120
104 131 281
101 114 356
100 139 309
70 35 789
9 91 293
65 153 274
0 151 857
20 39 367
103 79 401
166 61 499
4 63 820
167 126 816
127 57 731
115 58 198
126 146 270
31 72 582
143 153 91
15 137 839
139 45 618
125 123 839
90 21 802
25 87 715
33 91 687
36 106 559
96 90 995
164 153 667
111 164 981
77 97 928
20 70 643
107 4 688
88 106 816
31 8 868
142 8 261
3 56 889
103 6 685
63 121 102
155 69 171
52 53 372
122 65 747
59 72 843
169 65 249
49 48 749
20 50 370
116 97 74
69 149 797
146 157 26
8 40 549
80 101 773
131 161 991
138 171 633
162 167 258
54 61 502
88 93 248
125 66 714
161 63 149
102 32 1000
12 107 532
24 19 521
170 164 350
97 112 962
16 59 115
46 107 385
154 95 353
43 140 97
144 143 719
18 111 408
171 153 129
50 41 887
100 83 197
133 41 613
99 169 128
115 10 327
159 91 797
42 99 422
35 161 720
48 161 116
75 95 748
142 8 949
67 121 398
107 63 110
9 28 470
21 101 648
67 170 451
44 58 355
33 77 100
37 152 784
122 111 406
15 84 746
122 82 106
89 155 225
133 28 716
95 126 552
124 62 585
169 160 584
9 61 819
59 39 236
13 45 658
98 26 670
115 70 736
39 100 322
162 133 684
88 65 538
110 40 687
24 111 790
87 107 89
27 44 743
20 43 386
138 81 502
58 19 971
158 39 605
122 0 484
0 57 71
82 44 962
11 8 484
128 77 398
49 121 658
93 0 966
99 147 565
42 76 707
49 78 499
42 143 737
18 102 353
166 28 243
164 91 106
77 15 948
40 108 123
56 156 466
41 120 664
158 68 636
41 67 77
136 171 911
43 106 937
24 83 335
23 102 319
114 76 824
79 50 327
37 97 889
50 123 787
81 82 457
61 156 984
161 94 730
78 34 104
58 130 234
75 165 356
94 77 946
31 90 17
53 61 315
158 112 617
117 158 179
78 113 340
143 60 30
169 139 645
0 116 543
152 38 772
10 36 439
170 130 557
81 76 132
144 75 793
162 144 155
170 154 26
11 165 276
94 4 433
16 85 811
77 72 561
19 2 902
83 67 879
90 58 683
45 85 563
111 136 623
122 68 87
163 35 247
74 15 554
9 91 437
36 34 921
59 95 408
167 171 973
15 56 323
171 103 726
118 159 651
77 45 684
167 100 902
137 57 417
8 98 671
46 105 674
70 36 348
35 107 956
98 169 234
96 66 992
55 35 769
65 88 776
78 73 16
73 16 23
110 16 14
38 83 87
124 32 275
14 167 193
78 170 897
90 107 185
89 23 333
108 146 417
25 43 465
44 142 956
71 37 212
58 162 450
48 73 86
18 167 389
102 60 710
105 49 48
97 117 683
171 54 601
83 92 181
118 78 217
79 90 353
106 5 804
4 164 983
11 48 517
57 155 920
158 63 450
160 65 629
142 170 130
108 88 921
15 77 120
95 72 932
77 31 667
100 44 816
112 80 486
116 120 961
89 156 154
32 40 866
89 39 233
104 45 19
151 135 485
38 101 924
126 134 680
24 57 63
151 109 526
47 79 763
158 41 11
129 148 372
141 56 242
103 70 661
107 136 46
68 17 540
91 160 430
10 138 579
162 125 507
132 75 288
81 32 208
62 17 231
83 34 94
67 151 708
52 100 526
114 80 654
101 28 800
70 18 552
133 138 480
27 48 828
26 156 67
10 84 376
12 8 188
7 25 139
97 169 192
122 155 514
41 121 397
97 148 261
14 143 582
104 103 172
96 16 153
150 171 81
87 71 212
145 32 165
13 107 948
128 76 841
56 87 43
91 85 113
91 22 381
165 94 551
18 31 277
119 28 666
5 0 775
160 75 651
157 38 255
25 86 383
84 63 989
29 113 942
155 68 418
106 51 222
125 33 441
51 164 802
5 50 77
42 112 998
79 69 602
160 82 556
134 22 747
86 117 921
142 82 221
67 69 152
25 139 380
154 48 918
126 25 52
50 123 264
13 59 795
120 135 584
36 46 773
154 33 139
92 40 31
84 102 620
143 36 391
45 49 926
58 120 815
166 120 290
159 100 307
162 56 766
86 158 669
62 77 241
53 74 774
116 118 706
122 167 79
152 69 443
70 64 51
138 6 980
171 4 571
0 109 714
159 36 691
39 16 205
81 65 854
54 48 956
56 118 276
169 150 84
152 114 462
79 157 94
106 76 865
25 12 636
33 124 403
102 109 163
1 65 615
83 57 597
16 63 608
95 105 922
97 132 262
102 145 2
12 37 91
104 147 531
65 39 165
97 164 763
54 157 643
58 162 296
67 102 937
127 129 217
86 8 576
127 78 223
106 93 601
135 1 94
4 87 11
165 171 335
91 108 173
162 37 660
135 36 37
163 62 353
65 104 727
131 29 903
131 142 364
61 27 524
70 164 294
4 99 527
70 4 808
81 115 804
77 169 300
93 14 190
146 121 43
60 1 539
162 67 484
64 92 529
31 17 822
168 154 366
139 49 924
89 43 226
129 48 663
10 98 584
68 167 475
120 38 913
11 82 552
153 73 952
154 160 594
110 6 999
94 47 884
48 31 273
92 10 15
3 37 402
50 34 449
129 68 811
15 68 982
102 89 295
25 88 62
16 41 358
10 112 312
18 101 928
1 54 429
22 154 644
69 113 210
49 133 95
25 94 585
61 67 854
170 38 868
123 16 191
14 82 288
25 122 807
81 132 691
17 38 621
154 38 807
113 102 828
88 123 330
161 27 847
18 65 142
26 103 58
150 109 502
68 158 226
65 32 22
159 91 774
165 119 610
51 32 560
19 125 749
17 82 895
95 27 893
135 125 108
149 158 574
29 103 800
163 28 635
91 6 503
83 131 948
38 23 812
24 132 566
71 5 724
125 160 798
25 43 495
21 34 792
108 50 606
171 38 587
41 64 7
67 115 767
133 103 811
152 62 937
151 58 92
37 35 296
10 134 584
162 35 999
135 35 306
92 26 507
133 128 323
127 21 669
18 104 352
103 129 10
105 10 988
35 146 303
131 14 768
112 37 794
37 110 276
27 101 842
64 37 65
3 12 260
10 54 67
133 92 601
22 97 723
2 97 150
136 104 784
41 115 100
116 71 11
36 124 306
56 140 233
140 30 804
62 78 888
93 49 568
122 63 46
140 3 406
111 76 45
162 98 334
11 19 594
81 92 633
45 34 146
58 115 490
7 8 959
101 78 964
110 138 685
44 32 775
131 41 842
148 44 358
143 13 680
10 82 782
38 103 531
104 50 730
38 143 10
29 146 657
86 156 863
169 165 53
28 118 643
117 87 572
4 49 965
147 45 900
69 98 797
86 144 914
126 25 30
151 4 317
53 34 277
93 116 218
77 146 813
53 149 165
62 63 440
81 138 394
72 24 474
168 39 286
156 95 289
137 22 806
154 75 18
3 47 802
53 9 530
17 106 506
152 144 25
145 88 893
120 92 122
81 136 377
108 136 118
65 106 619
41 105 980
135 42 236
117 71 523
81 67 456
85 47 441
47 51 342
81 79 779
105 28 265
74 126 427
128 49 963
151 50 188
141 106 237
41 75 882
49 134 363
58 84 936
146 154 16
53 157 295
78 125 663
19 73 333
146 162 252
99 56 117
24 85 895
15 165 981
115 99 767
11 162 786
170 136 12
17 164 97
32 167 250
109 151 61
100 60 575
85 156 615
137 81 278
54 121 742
121 139 832
55 88 661
106 15 271
148 25 2
134 138 215
78 84 62
60 40 377
64 120 189
64 137 984
100 161 426
154 114 170
72 83 207
84 15 172
27 108 880
169 10 948
30 158 502
60 132 441
143 96 658
148 48 812
1 148 856
14 77 10
28 62 791
100 95 621
31 135 812
160 62 987
79 58 560
119 115 828
119 5 554
142 16 309
47 50 868
123 166 560
86 68 830
139 95 332
21 76 76
160 40 581
144 30 397
22 123 175
117 24 508
163 24 734
110 111 987
121 166 345
140 88 227
159 143 552
57 112 784
148 0 284
35 44 842
155 107 187
121 94 542
21 76 975
62 111 436
86 49 920
155 67 590
87 19 63
171 28 452
62 52 175
168 165 930
58 64 370
129 169 394
76 4 973
55 101 752
126 132 287
71 128 48
162 29 497
143 119 592
25 22 795
130 59 334
152 120 701
132 38 333
42 88 392
152 143 192
26 73 283
77 107 155
87 126 220
103 106 682
126 167 529
26 80 53
23 25 843
13 68 704
76 97 592
99 128 160
134 6 990
85 34 993
171 32 553
76 5 876
79 154 358
36 25 5
55 107 150
99 164 997
116 27 107
119 165 898
117 89 870
11 55 736
135 19 385
13 65 771
100 147 803
119 89 88
43 26 169
35 14 970
61 153 887
157 16 430
30 15 792
62 154 240
120 0 505
123 58 131
130 148 728
86 139 16
16 92 201
89 168 123
95 132 56
97 145 195
110 79 996
41 43 345
114 19 240
66 58 324
109 79 411
136 126 821
30 156 307
72 154 136
125 139 262
152 109 799
82 72 883
45 93 147
151 135 248
59 111 765
27 38 328
37 137 890
68 168 811
131 85 934
87 40 516
28 91 39
32 85 331
123 46 568
166 91 978
36 107 962
148 109 348
16 91 176
112 21 504
12 85 588
11 17 803
26 105 413
6 18 940
119 78 77
47 16 533
24 74 976
143 121 713
105 56 725
104 162 67
122 113 581
17 25 710
84 165 995
141 41 435
163 140 102
151 153 704
3 0 438
104 92 201
51 85 741
119 53 519
170 147 302
87 111 276
44 92 643
52 68 194
127 129 97
94 115 221
73 50 784
171 79 658
83 170 394
75 52 35
112 106 536
86 43 743
123 168 640
131 114 650
68 62 68
159 115 13
9 11 172
128 40 865
77 148 191
101 115 143
56 85 636
55 33 486
0 78 1000
14 163 490
17 82 305
95 146 403
86 10 594
163 28 224
164 36 936
124 164 802
69 99 935
111 42 799
76 145 937
68 32 123
63 165 693
31 20 278
90 136 16
50 36 784
96 64 623
50 167 327
55 104 87
37 134 492
162 102 794
76 54 703
136 105 401
134 148 703
115 140 997
82 114 535
126 48 404
84 112 803
154 101 47
29 11 883
101 156 842
141 41 868
128 31 760
103 31 550
66 27 858
1 44 988
90 63 810
63 121 246
31 56 969
70 2 969
76 20 942
2 111 861
159 167 80
132 116 527
137 154 692
136 115 640
107 6 582
102 88 259
46 147 547
43 52 888
121 14 15
121 84 389
103 17 311
11 21 56
6 55 728
155 171 68
3 85 856
37 9 515
171 4 136
21 5 976
78 140 750
106 66 309
154 14 799
138 125 799
138 149 873
85 116 188
18 122 523
27 12 562
127 12 291
19 93 428
93 147 777
110 140 292
10 152 429
86 31 910
39 59 355
1 153 353
22 131 986
95 9 371
14 151 835
31 132 570
20 11 617
149 66 191
36 41 171
138 29 352
20 96 601
65 24 578
49 141 360
31 133 927
64 159 313
167 45 125
71 151 457
8 139 908
127 32 327
88 20 726
151 38 167
2 0 180
31 101 28
91 23 881
51 42 418
7 50 795
44 162 962
109 95 855
35 157 762
42 9 215
137 19 920
157 42 574
86 32 873
94 102 969
144 44 115
66 35 192
159 46 950
128 93 82
0 94 755
79 120 228
76 78 642
29 165 752
170 113 48
161 48 105
37 105 178
45 106 688
2 0 462
142 128 617
62 21 765
2 108 762
104 3 991
134 2 838
170 156 20
18 170 668
47 84 828
55 106 92
108 45 31
93 35 616
76 107 27
90 108 817
44 4 800
170 78 529
19 91 258
127 99 993
89 51 258
55 48 332
43 112 828
43 159 668
127 32 396
83 110 635
152 52 991
9 87 80
15 14 865
49 142 598
81 166 174
44 104 366
71 23 74
108 130 853
113 124 987
95 131 254
36 83 507
72 31 217
95 26 813
52 164 311
169 142 983
8 4 760
77 164 186
87 97 879
137 42 372
136 91 478
24 140 797
69 143 846
20 109 750
149 164 875
57 85 442
65 128 247
56 165 962
148 61 891
4 114 543
131 23 26
154 128 639
101 11 796
71 63 190
156 124 144
57 91 145
33 159 373
57 49 662
112 72 147
53 7 386
137 106 318
124 155 541
98 99 497
162 171 292
131 88 917
161 113 183
125 81 898
123 126 958
51 0 393
99 131 180
48 167 245
132 123 771
147 115 752
109 165 501
121 28 469
71 7 913
39 14 444
9 62 829
6 9 732
14 90 458
11 25 44
61 109 209
63 45 783
115 78 140
44 8 82
165 32 761
131 67 219
79 103 638
111 43 462
112 88 721
70 72 502
153 90 826
17 122 51
130 19 608
53 39 951
130 3 804
42 19 84
98 66 359
89 145 213
149 151 878
0 169 471
57 0 728
110 19 958
154 38 411
103 5 83
89 167 448
78 96 974
110 52 989
69 117 957
48 160 387
141 45 889
135 126 19
162 74 631
151 145 338
106 4 206
30 20 71
119 27 810
116 123 511
59 150 450
5 37 711
63 43 700
77 9 520
118 146 298
40 100 960
69 153 274
48 15 254
44 96 395
80 7 666
149 31 386
75 92 264
171 57 667
143 5 488
41 38 561
80 160 115
150 16 11
70 69 190
169 62 446
151 92 651
0 88 258
88 34 201
16 133 159
122 20 631
78 67 302
14 44 490
168 10 429
124 126 531
34 82 103
50 40 131
62 137 837
60 94 805
154 46 291
115 135 511
58 88 930
144 11 987
67 80 979
98 15 500
125 66 187
43 45 357
125 28 269
165 164 465
144 168 30
11 59 769
33 160 45
90 2 375
60 26 296
86 30 417
113 80 477
15 21 668
43 39 317
107 128 338
5 118 211
128 101 876
124 29 613
19 88 789
147 25 228
31 92 347
87 32 659
146 128 985
111 12 606
147 22 140
170 79 560
150 3 91
147 129 850
24 3 618
40 164 431
63 10 16
41 79 645
81 22 264
99 76 503
59 70 574
108 170 903
90 16 478
99 28 870
101 130 340
105 71 348
107 157 641
71 109 51
171 64 97
73 155 981
107 15 160
53 3 302
163 90 794
86 0 764
33 43 916
41 135 808
150 47 990
112 160 733
144 72 308
5 31 611
1 131 768
9 5 360
35 120 824
99 48 785
76 151 356
169 25 155
108 7 573
31 5 349
148 45 6
28 165 34
155 52 258
55 50 522
120 39 955
51 150 409
85 121 244
25 21 966
89 115 214
19 68 395
53 25 578
110 95 490
55 159 960
45 39 429
70 120 442
75 148 545
88 131 617
163 87 859
59 130 641
145 142 378
136 6 114
75 145 42
164 82 66
122 10 254
75 121 951
154 157 17
124 129 802
169 164 24
135 158 806
63 139 856
97 53 987
126 131 799
11 122 435
41 110 39
57 18 473
95 140 500
113 129 17
116 146 772
37 146 618
164 109 927
132 69 35
26 145 822
63 96 218
26 1 812
116 155 463
4 62 151
63 133 779
22 133 78
84 166 664
57 42 995
72 86 727
82 40 981
32 101 899
162 149 380
28 147 72
122 60 928
117 128 659
74 29 728
63 130 713
113 11 964
68 2 192
24 27 176
100 4 552
51 138 298
31 21 505
129 49 61
38 164 939
33 110 467
71 77 570
104 89 633
127 52 575
125 63 557
117 86 969
80 91 952
56 128 613
81 40 282
124 5 209
60 34 555
77 94 831
8 99 489
37 10 265
37 23 267
11 137 455
78 139 523
156 69 697
35 85 446
137 65 763
23 151 105
117 141 700
82 139 986
105 169 172
159 29 520
21 124 699
1 113 978
121 164 768
135 123 576
139 34 263
85 56 289
85 148 417
115 29 942
22 151 832
158 38 8
71 90 696
167 71 514
122 20 758
58 48 414
68 134 781
67 132 307
35 95 783
95 77 882
26 132 343
24 112 662
119 30 399
99 29 291
113 134 763
138 59 913
16 12 561
87 158 417
164 138 708
171 158 492
105 67 871
51 98 653
74 124 28
70 22 594
81 121 398
148 91 256
91 116 277
7 150 625
99 14 317
8 82 666
98 32 796
170 4 304
104 141 573
83 30 203
66 20 818
128 100 120
94 78 386
135 73 4
164 111 648
166 77 646
168 24 238
165 103 233
25 45 541
108 156 487
54 95 441
11 48 284
157 47 418
127 5 38
150 91 320
147 11 557
167 91 983
94 155 773
170 86 800
104 156 634
66 170 381
88 76 469
81 130 751
105 124 108
35 52 602
31 12 726
103 157 251
125 101 207
152 58 62
87 138 540
7 59 958
60 71 419
125 7 230
80 150 604
131 55 687
147 137 179
130 46 214
8 42 825
80 73 37
154 168 856
18 125 330
109 57 163
89 133 168
49 77 20
76 17 640
50 85 79
135 104 979
130 116 603
40 112 611
7 142 713
54 97 34
105 83 327
5 157 239
62 9 636
31 43 72
89 109 330
149 99 556
64 13 764
76 49 639
105 116 851
114 16 106
9 39 573
92 126 813
169 100 41
40 140 261
57 54 91
40 146 840
156 8 446
159 151 136
18 168 729
122 27 288
117 106 514
118 73 81
56 40 668
62 126 616
108 63 636
4 39 47
141 147 442
165 29 118
136 102 837
77 69 367
112 50 337
107 98 664
58 85 960
99 134 677
114 3 596
58 157 135
67 99 123
26 122 636
19 80 597
102 25 781
6 70 4
45 57 807
148 40 537
80 32 427
75 116 153
145 168 756
30 89 605
26 15 724
101 68 241
117 168 68
129 90 518
115 46 298
5 72 437
161 144 419
156 93 530
63 28 393
123 131 828
2 33 1
5 90 548
80 114 547
19 69 284
97 136 574
137 26 207
94 34 899
70 157 551
79 14 570
115 158 394
150 100 201
78 163 275
96 149 616
171 32 515
124 80 594
27 31 381
32 41 815
78 104 93
113 7 928
89 100 479
120 43 46
